Date/Time,Open,Close,High,Low,Volume,WAP,Count
2016-02-05 20:11:30,49.68,49.68,49.68,49.68,1,49.68,1
2016-02-05 20:11:35,49.68,49.67,49.68,49.66,156,49.67,102
2016-02-05 20:11:40,49.67,49.66,49.67,49.66,103,49.66,76
2016-02-05 20:11:45,49.66,49.65,49.66,49.65,31,49.66,22
2016-02-05 20:11:50,49.65,49.65,49.66,49.64,114,49.65,60
2016-02-05 20:11:55,49.64,49.66,49.67,49.64,320,49.65,180
2016-02-05 20:12:00,49.66,49.67,49.68,49.66,443,49.67,225
2016-02-05 20:12:05,49.67,49.68,49.68,49.66,56,49.68,19
2016-02-05 20:12:10,49.67,49.65,49.67,49.65,152,49.66,82
2016-02-05 20:12:25,49.67,49.68,49.68,49.66,63,49.67,45
2016-02-05 20:12:30,49.68,49.67,49.68,49.67,45,49.68,13
2016-02-05 20:12:35,49.68,49.66,49.68,49.66,179,49.67,102
2016-02-05 20:12:40,49.66,49.66,49.66,49.65,45,49.65,33
2016-02-05 20:12:45,49.66,49.67,49.68,49.65,81,49.66,59
2016-02-05 20:12:50,49.67,49.67,49.68,49.66,167,49.66,41
2016-02-05 20:12:55,49.68,49.68,49.69,49.67,141,49.68,71
2016-02-05 20:13:00,49.67,49.66,49.68,49.66,319,49.67,144
2016-02-05 20:13:05,49.67,49.67,49.67,49.66,10,49.66,8
2016-02-05 20:13:10,49.66,49.66,49.67,49.66,16,49.66,9
2016-02-05 20:13:15,49.67,49.66,49.67,49.66,15,49.67,12
2016-02-05 20:13:20,49.67,49.67,49.67,49.66,52,49.67,36
2016-02-05 20:13:25,49.67,49.7,49.7,49.67,248,49.69,103
2016-02-05 20:13:30,49.7,49.69,49.71,49.69,108,49.7,69
2016-02-05 20:13:35,49.7,49.71,49.71,49.69,173,49.7,96
2016-02-05 20:13:40,49.7,49.71,49.71,49.7,7,49.7,2
2016-02-05 20:13:45,49.7,49.71,49.71,49.7,144,49.7,76
2016-02-05 20:13:50,49.71,49.7,49.71,49.69,86,49.7,62
2016-02-05 20:13:55,49.71,49.71,49.71,49.7,20,49.71,18
2016-02-05 20:14:00,49.71,49.71,49.71,49.7,4,49.71,3
2016-02-05 20:14:05,49.71,49.73,49.75,49.7,864,49.73,434
2016-02-05 20:14:10,49.73,49.72,49.74,49.72,235,49.73,78
2016-02-05 20:14:15,49.72,49.73,49.74,49.72,77,49.73,41
2016-02-05 20:14:20,49.73,49.74,49.74,49.72,19,49.73,13
2016-02-05 20:14:25,49.74,49.76,49.76,49.74,117,49.75,63
2016-02-05 20:14:30,49.76,49.75,49.76,49.75,27,49.75,19
2016-02-05 20:14:35,49.76,49.76,49.76,49.75,15,49.76,9
